9.999999999999999547e-07 4.920867483749999903e-03 4.946020168310000242e-03 -1.000000000000000000e+00 1.200881389640000043e-06 -1.000000000000000000e+00 2.895056816610000125e-03 -1.000000000000000000e+00
1.778299999999999982e-06 5.958745787610000323e-03 5.995529160679999997e-03 -1.000000000000000000e+00 2.132350511040000132e-06 -1.000000000000000000e+00 3.865849474250000143e-03 -1.000000000000000000e+00
3.162300000000000199e-06 7.214780787909999896e-03 7.268558651839999996e-03 -1.000000000000000000e+00 3.785090945739999807e-06 -1.000000000000000000e+00 5.163633065080000355e-03 -1.000000000000000000e+00
5.623400000000000234e-06 8.734506155280000184e-03 8.813086389640000309e-03 -1.000000000000000000e+00 6.716161840510000046e-06 -1.000000000000000000e+00 6.899433968639999762e-03 -1.000000000000000000e+00
1.000000000000000082e-05 1.057278595480000069e-02 1.068755397850000045e-02 -1.000000000000000000e+00 1.191113105450000055e-05 -1.000000000000000000e+00 9.222509646469999323e-03 -1.000000000000000000e+00
1.778299999999999898e-05 1.279568519160000084e-02 1.296321869780000038e-02 -1.000000000000000000e+00 2.111162353670000016e-05 -1.000000000000000000e+00 1.233382815240000041e-02 -1.000000000000000000e+00
3.162299999999999860e-05 1.548264622230000054e-02 1.572706028950000140e-02 -1.000000000000000000e+00 3.739070937949999886e-05 -1.000000000000000000e+00 1.650447817740000045e-02 -1.000000000000000000e+00
5.623399999999999726e-05 1.872904734749999967e-02 1.908538374799999965e-02 -1.000000000000000000e+00 6.616050673879999980e-05 -1.000000000000000000e+00 2.210090551109999968e-02 -1.000000000000000000e+00
1.000000000000000048e-04 2.264917622169999867e-02 2.316828960209999996e-02 -1.000000000000000000e+00 1.169295214480000050e-04 -1.000000000000000000e+00 2.961963795450000062e-02 -1.000000000000000000e+00
1.778299999999999965e-04 2.737964645210000034e-02 2.813522896540000123e-02 -1.000000000000000000e+00 2.063512865419999971e-04 -1.000000000000000000e+00 3.973523673090000041e-02 -1.000000000000000000e+00
3.162300000000000267e-04 3.308325989630000324e-02 3.418190774649999819e-02 -1.000000000000000000e+00 3.634757312729999844e-04 -1.000000000000000000e+00 5.336670043879999936e-02 -1.000000000000000000e+00
5.623400000000000403e-04 3.995326989999999773e-02 4.154883192779999790e-02 -1.000000000000000000e+00 6.387083700560000415e-04 -1.000000000000000000e+00 7.176952737029999863e-02 -1.000000000000000000e+00
1.000000000000000021e-03 4.821791560230000162e-02 5.053183889820000302e-02 -1.000000000000000000e+00 1.118894730059999919e-03 -1.000000000000000000e+00 9.666307165630000364e-02 -1.000000000000000000e+00
1.778300000000000020e-03 5.814494957010000326e-02 6.149490789420000020e-02 -1.000000000000000000e+00 1.952251419950000021e-03 -1.000000000000000000e+00 1.304052279850000107e-01 -1.000000000000000000e+00
3.162299999999999833e-03 7.004562990479999696e-02 7.488534941770000342e-02 -1.000000000000000000e+00 3.388489085470000172e-03 -1.000000000000000000e+00 1.762271509280000092e-01 -1.000000000000000000e+00
5.623399999999999753e-03 8.427723052749999666e-02 9.125102359240000460e-02 -1.000000000000000000e+00 5.840889579709999772e-03 -1.000000000000000000e+00 2.385347435000000071e-01 -1.000000000000000000e+00
1.000000000000000021e-02 1.012424486810000052e-01 1.112582305840000008e-01 -1.000000000000000000e+00 9.976675942010000339e-03 -1.000000000000000000e+00 3.232582704399999951e-01 -1.000000000000000000e+00
1.122000000000000081e-02 1.050018529809999962e-01 1.157645613480000057e-01 -1.000000000000000000e+00 1.108930563720000005e-02 -1.000000000000000000e+00 3.435416334249999926e-01 -1.000000000000000000e+00
1.258899999999999950e-02 1.088918818880000028e-01 1.204551343779999978e-01 -1.000000000000000000e+00 1.231974726269999959e-02 -1.000000000000000000e+00 3.650972514770000066e-01 -1.000000000000000000e+00
1.412500000000000040e-02 1.129162572599999997e-01 1.253372627999999878e-01 -1.000000000000000000e+00 1.367934952289999971e-02 -1.000000000000000000e+00 3.879995694539999929e-01 -1.000000000000000000e+00
1.584899999999999851e-02 1.170787252680000057e-01 1.304184290979999994e-01 -1.000000000000000000e+00 1.518035239160000008e-02 -1.000000000000000000e+00 4.123258749550000046e-01 -1.000000000000000000e+00
1.778300000000000020e-02 1.213830466070000003e-01 1.357063577000000021e-01 -1.000000000000000000e+00 1.683592040829999872e-02 -1.000000000000000000e+00 4.381560475599999838e-01 -1.000000000000000000e+00
1.995299999999999851e-02 1.258329854299999884e-01 1.412089796990000090e-01 -1.000000000000000000e+00 1.866016981640000044e-02 -1.000000000000000000e+00 4.655722073199999866e-01 -1.000000000000000000e+00
2.238700000000000065e-02 1.304322969080000116e-01 1.469343980560000040e-01 -1.000000000000000000e+00 2.066818786370000147e-02 -1.000000000000000000e+00 4.946582440389999946e-01 -1.000000000000000000e+00
2.511899999999999897e-02 1.351847132979999977e-01 1.528909041479999953e-01 -1.000000000000000000e+00 2.287604221749999986e-02 -1.000000000000000000e+00 5.254992033169999521e-01 -1.000000000000000000e+00
2.818400000000000072e-02 1.400939284190000078e-01 1.590869491739999864e-01 -1.000000000000000000e+00 2.530077830919999840e-02 -1.000000000000000000e+00 5.581805040880000179e-01 -1.000000000000000000e+00
3.162299999999999833e-02 1.451635804380000117e-01 1.655311036069999908e-01 -1.000000000000000000e+00 2.796040216139999979e-02 -1.000000000000000000e+00 5.927869587959999631e-01 -1.000000000000000000e+00
3.548099999999999865e-02 1.503972328469999897e-01 1.722320508109999870e-01 -1.000000000000000000e+00 3.087384611100000079e-02 -1.000000000000000000e+00 6.294015655639999540e-01 -1.000000000000000000e+00
3.981099999999999917e-02 1.557983535599999914e-01 1.791985375169999894e-01 -1.000000000000000000e+00 3.406091458229999758e-02 -1.000000000000000000e+00 6.681040382520000431e-01 -1.000000000000000000e+00
4.466799999999999937e-02 1.613702920260000062e-01 1.864393217460000030e-01 -1.000000000000000000e+00 3.754220702189999676e-02 -1.000000000000000000e+00 7.089690402839999850e-01 -1.000000000000000000e+00
5.011899999999999689e-02 1.671162542909999937e-01 1.939631357340000084e-01 -1.000000000000000000e+00 4.133901501009999702e-02 -1.000000000000000000e+00 7.520640875649999835e-01 -1.000000000000000000e+00
5.623399999999999926e-02 1.730392759640000111e-01 2.017786168769999944e-01 -1.000000000000000000e+00 4.547319047889999966e-02 -1.000000000000000000e+00 7.974470866259999458e-01 -1.000000000000000000e+00
6.309599999999999931e-02 1.791421930500000093e-01 2.098942346459999886e-01 -1.000000000000000000e+00 4.996698224449999670e-02 -1.000000000000000000e+00 8.451634808460000148e-01 -1.000000000000000000e+00
7.079499999999999682e-02 1.854276106509999966e-01 2.183182023549999906e-01 -1.000000000000000000e+00 5.484283805890000085e-02 -1.000000000000000000e+00 8.952429827579999611e-01 -1.000000000000000000e+00
7.943300000000000360e-02 1.918978695659999956e-01 2.270583865639999865e-01 -1.000000000000000000e+00 6.012316977849999772e-02 -1.000000000000000000e+00 9.476958836290000354e-01 -1.000000000000000000e+00
8.912499999999999589e-02 1.985550108739999875e-01 2.361221813619999998e-01 -1.000000000000000000e+00 6.583007978400000348e-02 -1.000000000000000000e+00 1.002508949699999929e+00 -1.000000000000000000e+00
1.000000000000000056e-01 2.054007386170000060e-01 2.455163860360000117e-01 -1.000000000000000000e+00 7.198504718669999913e-02 -1.000000000000000000e+00 1.059640935950000085e+00 -1.000000000000000000e+00
1.121999999999999942e-01 2.124363807630000045e-01 2.552470511109999896e-01 -1.000000000000000000e+00 7.860857331779999568e-02 -1.000000000000000000e+00 1.119017781379999965e+00 -1.000000000000000000e+00
1.258900000000000019e-01 2.196628487030000132e-01 2.653193076750000046e-01 -1.000000000000000000e+00 8.571978673860000675e-02 -1.000000000000000000e+00 1.180527586249999983e+00 -1.000000000000000000e+00
1.412499999999999867e-01 2.270805955699999878e-01 2.757371850590000228e-01 -1.000000000000000000e+00 9.333600919449999700e-02 -1.000000000000000000e+00 1.244015518879999949e+00 -1.000000000000000000e+00
1.584899999999999920e-01 2.346895737949999949e-01 2.865033907089999943e-01 -1.000000000000000000e+00 1.014722850700000012e-01 -1.000000000000000000e+00 1.309278850999999966e+00 -1.000000000000000000e+00
1.778299999999999881e-01 2.424891923370000035e-01 2.976190831109999935e-01 -1.000000000000000000e+00 1.101408783789999957e-01 -1.000000000000000000e+00 1.376062378339999892e+00 -1.000000000000000000e+00
1.995300000000000129e-01 2.504782741470000240e-01 3.090836179359999769e-01 -1.000000000000000000e+00 1.193507426999999982e-01 -1.000000000000000000e+00 1.444054539079999921e+00 -1.000000000000000000e+00
2.238700000000000134e-01 2.586550144829999898e-01 3.208942731989999908e-01 -1.000000000000000000e+00 1.291069712300000061e-01 -1.000000000000000000e+00 1.512884596099999923e+00 -1.000000000000000000e+00
2.511900000000000244e-01 2.670169407749999890e-01 3.330459688340000057e-01 -1.000000000000000000e+00 1.394102357589999952e-01 -1.000000000000000000e+00 1.582121287999999959e+00 -1.000000000000000000e+00
